"Classement","Title","Vidéo","Image de couverture","Référence groupe musculaire","Muscle cible","Position de depart","Mouvement","Intensite","Thème","serie","Contre-indication","Vidéos (Title)","Programmes-multireference","ID","Created Date","Updated Date","Owner"
8,"Jumping jack avec band + bras","wix:video://v1/bf2cdd_57da946e5e7f4c7f82c86d0186cfe776/8.%20Jumping%20avec%20les%20bras%20(1).mp4#posterUri=bf2cdd_57da946e5e7f4c7f82c86d0186cfe776f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_6b0c3e37dc584a9e9ef4102b29f74f61~mv2.png/Cardio_8.png#originWidth=2374&originHeight=1192","680eff75-36d9-44e2-a89f-7df05427ba9d","<p class=""font_8"">Cuisse, fessier.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout, les pieds un peu plus large que les épaules.</p></li>
  <li><p class=""font_8"">Les bras le long du corps et la courbe lombaire neutre.</p></li>
  <li><p class=""font_8"">L’élastique bande autour et au-dessus des genoux.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Sauter en ouvrant et en fermant les deux pieds tout en fléchissant légèrement les genoux et</p></li>
  <li><p class=""font_8"">en levant les bras au plafond.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Cardio""]","<p class=""font_8""><strong>3x30 </strong>secondes</p>","<p class=""font_8"">genoux</p>
<p class=""font_8""><br></p>","/videos/jumping-jack-avec-band-%2B-bras",,"3b4ef83b-97b2-40e8-8ff7-565f818d95c2",2024-02-13T17:55:39Z,2024-02-16T19:51:40Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
,,,,,,,,,,,,,,"3bf14bb8-4398-48a8-adfb-1b0241dfb752",2024-02-16T09:40:51Z,2024-02-16T09:40:51Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
32,"Rowing + squat + poulie basse et corde","wix:video://v1/bf2cdd_46ae89745e4c4e32b11d1e5724ef8d03/32.%20Rowing%20+%20squat%20+%20poulie%20basse%20et%20corde%20(1).mp4#posterUri=bf2cdd_46ae89745e4c4e32b11d1e5724ef8d03f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_48e72cf74bd34143acdd3984a758dd45~mv2.png/32.png#originWidth=2384&originHeight=1326","b046fccd-0996-438e-a013-1c0582cd4a60","<p class=""font_8"">Grand dorsal, biceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout genoux légèrement fléchis.</p></li>
  <li><p class=""font_8"">Pieds largeur des épaules ou plus.</p></li>
  <li><p class=""font_8"">Bras tenus vers le bas.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Debout genoux légèrement fléchis.</p></li>
  <li><p class=""font_8"">Pieds largeur des épaules ou plus.</p></li>
  <li><p class=""font_8"">Bras tenus vers le bas.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ol>","[""Tout niveau""]","[""Rowing""]","<p class=""font_8""><strong>3X15</strong> répétitions</p>","<p class=""font_8"">aucune</p>","/videos/rowing-%2B-squat-%2B-poulie-basse-et-corde",,"3d462bd6-ecf5-459b-a3c2-6365a171ef4c",2024-02-13T19:26:47Z,2024-02-16T19:59:14Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
,,,,,,,,,,,,,,"3d65afcc-2ba5-4a96-8a2d-fc002660675b",2024-02-13T08:48:19Z,2024-02-13T08:48:19Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
12,"DV couché ballon + pieds banc + élastique","wix:video://v1/bf2cdd_bcfcff55fa81424e8490d90c2f8956bc/12.%20DV%20couch%C3%A9%20ballon%20+%20pieds%20banc%20%20+%20%C3%A9lastique%20(1).mp4#posterUri=bf2cdd_bcfcff55fa81424e8490d90c2f8956bcf000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_4c41a2953cfa4d3390597ffaa16d4594~mv2.png/12.png#originWidth=2302&originHeight=1270","8588833d-67e0-4d7d-bccd-6556d67313d3","<p class=""font_8"">Pectoraux, triceps, chaines postérieures.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">La tête et les omoplates en appui sur le ballon, le bassin décollé, les pieds sur le banc.</p></li>
  <li><p class=""font_8"">Les bras tendus avec l’élastique à hauteur du haut de la poitrine.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre en fléchissant les coudes, légèrement sous les épaules.</p></li>
  <li><p class=""font_8"">Remonter les bras tendus sans bloquer les coudes à hauteur du haut de la poitrine.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Développé""]","<p class=""font_8""><strong>3x12 </strong>répétitions</p>","<p class=""font_8"">épaule, dos</p>","/videos/dv-couch%C3%A9-ballon-%2B-pieds-banc-%2B-%C3%A9lastique",,"3d8a974f-242d-4a79-8c02-74503ed541d8",2024-02-16T08:52:12Z,2024-02-16T10:55:31Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
23,"Abduction des épaules","wix:video://v1/bf2cdd_03045faebdd0443eb2cb590efb0b7805/23.%20Epaule%20abduction%20(1).mp4#posterUri=bf2cdd_03045faebdd0443eb2cb590efb0b7805f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_a5e3b764739b474cb11e6a2faaa86388~mv2.png/Machine_23.png#originWidth=2386&originHeight=1230","0bf221d1-ef71-4b55-bbab-98af50c1c6bf","<p class=""font_8"">Epaule</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Assis sur le siège</p></li>
  <li><p class=""font_8"">Les coudes fléchis sur les coussinets le long du corps.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Monter les deux bras et amener les coudes à hauteur des épaules et pas plus.</p></li>
  <li><p class=""font_8"">Revenir lentement en position de départ.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Epaule""]","<p class=""font_8""><strong>3x 12</strong> répétitions</p>","<p class=""font_8"">épaule</p>","/videos/abduction-des-%C3%A9paules",,"41d00405-ed8e-4085-a4b2-9ea418abdf31",2024-02-13T15:28:41Z,2024-02-14T10:59:24Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
34,"Rowing pieds bosu + squat","wix:video://v1/bf2cdd_567dec578beb4b4c84f8b31d51b8fde6/34.%20Rowing%20pieds%20bosu%20+%20squat%20(1).mp4#posterUri=bf2cdd_567dec578beb4b4c84f8b31d51b8fde6f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_4a25c09a5e0746d18bf0c631c3e66fe2~mv2.png/34.png#originWidth=2371&originHeight=1330","b046fccd-0996-438e-a013-1c0582cd4a60","<p class=""font_8"">Grand dorsal, biceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout genoux légèrement fléchis, pieds au centre et à l’extrémité du bosu.</p></li>
  <li><p class=""font_8"">Bras tendus vers le bas.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre s’assoir en poussant le fessier vers l’arrière tout-en maintenant les bras tendus.</p></li>
  <li><p class=""font_8"">Amener l’arrière cuisse parallèlement au sol.</p></li>
  <li><p class=""font_8"">Remonter jambes tendues en tirant la corde entre le nombril et le sternum.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Rowing""]","<p class=""font_8""><strong>3X15</strong> répétitions</p>","<p class=""font_8"">aucune</p>","/videos/rowing-pieds-bosu-%2B-squat",,"42a63f11-4de4-450e-8375-c0356dd7fe76",2024-02-13T19:26:49Z,2024-02-16T19:59:27Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
48,"Squat sur le bosu + haltère","wix:video://v1/bf2cdd_92dcbc48b78c47be884169cafb33b650/48.%20Squat%20bosu%20+%20halt%C3%A8re.mp4#posterUri=bf2cdd_92dcbc48b78c47be884169cafb33b650f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_eddc48fefdf04c1680290b6c4f56bb87~mv2.png/48.png#originWidth=2307&originHeight=1304","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout sur le bosu, les pieds parallèles.</p></li>
  <li><p class=""font_8"">Haltère aux mains.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre en poussant le fessier légèrement vers l’arrière et fléchir les genoux.</p></li>
  <li><p class=""font_8"">Les genoux peuvent avancer jusqu’à la pointe des pieds.</p></li>
  <li><p class=""font_8"">Amener les arrières cuisses parallèlement au bosu.</p></li>
  <li><p class=""font_8"">Remonter sans bloquer les genoux.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Squat""]","<p class=""font_8""><strong>3x15</strong> répétitions</p>","<p class=""font_8"">genoux, dos</p>","/videos/squat-sur-le-bosu-%2B-halt%C3%A8re",,"43697191-909f-44b9-9b91-c4f49947fbc9",2024-02-12T15:34:28Z,2024-02-16T19:58:35Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
20,"Butterfly couché ballon + relevé de bassin + haltère","wix:video://v1/bf2cdd_4b8179a5b5954a7390bed580473e50b1/20.%20Butterfly%20couch%C3%A9%20ballon%20+%20relev%C3%A9%20de%20jambe%20+%20halt%C3%A8re%20(1).mp4#posterUri=bf2cdd_4b8179a5b5954a7390bed580473e50b1f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_4b24ecb8ab6b4ed2badf7481aae8e8af~mv2.png/20.png#originWidth=2381&originHeight=1342","8588833d-67e0-4d7d-bccd-6556d67313d3","<p class=""font_8"">Pectoraux, épaules, chaines postérieures.</p>","<p class=""font_8"">Les coudes fléchis à 90° et les mains sous les épaules.</p>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre bras tendus sur le côté, à hauteur des épaules</p></li>
  <li><p class=""font_8"">Remonter les bras tendus sans bloquer les coudes à hauteur du haut de la poitrine.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Avancé""]","[""Butterfly""]","<p class=""font_8""><strong>3x12 </strong>répétitions</p>","<p class=""font_8"">épaule, dos</p>","/videos/butterfly-couch%C3%A9-ballon-%2B-relev%C3%A9-de-bassin-%2B-halt%C3%A8re",,"438f3db2-2f3d-4019-bc3f-22dfd8312c0a",2024-02-25T11:47:16Z,2024-02-25T19:13:56Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
,,,,,,,,,,,,,,"45256c9d-45c9-486f-99f8-b8a256927a9d",2024-02-13T18:30:02Z,2024-02-13T18:30:02Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
10,"Course avec talon fesse","wix:video://v1/bf2cdd_e4feb67df0014b4bac416ace9caaa0b5/10.%20Course%20talon%20fesse%20(1).mp4#posterUri=bf2cdd_e4feb67df0014b4bac416ace9caaa0b5f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_0b4e265ca91d4cd5a0a4261a5b969af0~mv2.png/7.png#originWidth=1480&originHeight=749","680eff75-36d9-44e2-a89f-7df05427ba9d","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout sur un pied, l’autre jambe à le talon près du fessier.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Sauter sur un pied et en même temps amener le talon de l’autre jambe près de fessier.</p></li>
  <li><p class=""font_8"">Enchainer directement avec l’autre pied en maintenant les coudes près de la taille.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Débutant""]",,"<p class=""font_8""><strong>3x30 </strong>secondes</p>","<p class=""font_8"">aucune</p>","/videos/course-avec-talon-fesse",,"45bf27a3-fd7a-473f-b4fe-ed973d2949d4",2024-03-07T14:44:17Z,2024-03-07T15:23:21Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
3,"6.3 - Pompe à genoux ou sur les pieds mains écartées","wix:video://v1/796ff8_3ce3cf231a8e40729fcc438836916385/29.%20Pompe%20%C3%A0%20genoux%20avec%20mains%20%C3%A9cart%C3%A9s.mp4#posterUri=796ff8_3ce3cf231a8e40729fcc438836916385f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_c73640544ea24b969e913fb5e7c6cca6~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.39.33.png#originWidth=2148&originHeight=1190",,"<p class=""font_8"">pectoraux, triceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">A quatre pattes, les mains plus larges que les épaules et les genoux à 45°.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre le buste en fléchissant les deux coudes et rapprocher le visage du sol.</p></li>
  <li><p class=""font_8"">Puis remonter les bras tendus sans bloquer les coudes.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]",,"<p class=""font_8""><strong>3x 15</strong> répétitions</p>","<p class=""font_8"">Epicondylite, épaules</p>","/videos/6.3---pompe-%C3%A0-genoux-ou-sur-les-pieds-mains-%C3%A9cart%C3%A9es","[""97f6e0a3-bb81-4f86-875b-611fb49639b8""]","45e68267-f9af-4fdb-b7fa-ae1b205c86b5",2024-02-16T01:16:38Z,2024-02-16T08:06:30Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
6,"9.6 - Jumping jack avec band mains à la taille","wix:video://v1/796ff8_cd711c0839f7495fa59a1621cab7545a/17.%20jumping%20jack%20touch%C3%A9%20sol%20niveau%201%20(1).mp4#posterUri=796ff8_cd711c0839f7495fa59a1621cab7545af000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_69c0e089aabd40f2a385655fcd24f663~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.48.49.png#originWidth=2138&originHeight=1192",,"<p class=""font_8"">cuisse, fessier.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout, les pieds un peu plus large que les épaules.</p></li>
  <li><p class=""font_8"">Les mains à la taille et la courbe lombaire neutre.</p></li>
  <li><p class=""font_8"">L’élastique bande autour et au-dessus des genoux.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Sauter en ouvrant et en fermant les deux pieds tout en fléchissant légèrement les genoux.</p></li>
  <li><p class=""font_8"">Les mains à la taille</p></li>
</ol>","[""Avancé""]",,"<p class=""font_8""><strong>3x 30</strong> secondes</p>","<p class=""font_8"">problème cardio vasculaire, genoux</p>","/videos/9.6---jumping-jack-avec-band-mains-%C3%A0-la-taille","[""48225409-a687-49c4-bed1-b8cd90791b57""]","464dec95-85d5-4248-97bd-fa7a69e816dd",2024-02-16T01:19:41Z,2024-02-16T07:55:42Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
20,"Tirage bras tendus à genoux sol","wix:video://v1/796ff8_f99717e40543440881fac8f127ed64e0/20.%20Tirage%20bras%20tendus%20%C3%A0%20genoux%20sol%20+%20poulie%20haute.mp4#posterUri=796ff8_f99717e40543440881fac8f127ed64e0f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_4db4f9f4edd043be8eff39d28ee041d1~mv2.png/20.png#originWidth=2399&originHeight=1346","b046fccd-0996-438e-a013-1c0582cd4a60","<p class=""font_8"">Grand dorsal, triceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">A genoux au sol.</p></li>
  <li><p class=""font_8"">Bras tenus vers l’avant, main à hauteur des épaules.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tirer la barre vers les cuisses.</p></li>
  <li><p class=""font_8"">Revenir lentement, mains à hauteur des épaules.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Débutant""]","[""Tirage bras tendu""]","<p class=""font_8""><strong>3X12</strong> répétitions</p>","<p class=""font_8"">douleur d’épaule</p>","/videos/tirage-bras-tendus-%C3%A0-genoux-sol",,"46dd0cd2-4f59-4cd7-931f-bb404c0850a1",2024-02-05T09:19:56Z,2024-02-22T10:40:24Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
25,"Oblique sur machine","wix:video://v1/796ff8_f00a05cd464e46a085671d71a54779d0/25.%20Abdominaux%20oblique.mp4#posterUri=796ff8_f00a05cd464e46a085671d71a54779d0f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_9199a4deb70a4a27adee29bc601d91e9~mv2.png/Capture%20d'%C3%A9cran%202024-02-06%20103959.png#originWidth=1903&originHeight=980","0bf221d1-ef71-4b55-bbab-98af50c1c6bf","<p class=""font_8"">Grand dorsal, biceps</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Assis avec le haut des épaules contre les coussinets.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
  <li><p class=""font_8"">Les mains tiennent les sangles.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tourner sur le côté sans forcer avec les épaules.</p></li>
  <li><p class=""font_8"">Revenir vers l’axe central lentement et repartir.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Débutant""]","[""Oblique""]","<p class=""font_8""><strong>3x 12</strong> répétitions</p>","<p class=""font_8"">aucune</p>","/videos/oblique-sur-machine",,"46e8f19e-ac90-4f31-bba3-71f9574db49d",2024-02-06T01:15:08Z,2024-02-22T10:51:15Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
15,"Crunch sur ballon et bras tendus","wix:video://v1/bf2cdd_20c6cde9ab24459fae902a403e55617e/15.%20Cruch%20sur%20le%20ballon%20+%20bras%20tendus%20F%20(1).mp4#posterUri=bf2cdd_20c6cde9ab24459fae902a403e55617ef000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_b16fe0d127114cde863259249f954038~mv2.png/15.png#originWidth=2402&originHeight=1237","61628dfe-73ca-4e31-9ee8-f74deca4b3f9","<p class=""font_8"">Droit de l’abdomen et transverse.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Fessier et haut du dos sur le ballon.</p></li>
  <li><p class=""font_8"">Bras tendus derrière la tête.</p></li>
  <li><p class=""font_8"">Genoux fléchis et pieds au sol.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Relever le buste, en gardant l’espace d’un point entre le menton et le corps.</p></li>
  <li><p class=""font_8"">Maintenir les bras tendus.</p></li>
  <li><p class=""font_8"">Redescendre en posant le haut du dos sur le ballon.</p></li>
  <li><p class=""font_8"">Expirez en faisant le mouvement.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Crunch""]","<p class=""font_8""><strong>3x 15 à 20</strong> répétitions</p>","<p class=""font_8"">aucune</p>","/videos/crunch-sur-ballon-et-bras-tendus",,"48b5985a-b261-48ad-b6d0-a31ce2a0fd30",2024-02-08T09:13:02Z,2024-02-16T19:52:32Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
,,,,,,,,,,,,,,"4ae707cb-824b-4e21-b20e-2bcd54634c5f",2024-03-05T11:58:33Z,2024-03-05T11:58:33Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
11,"Spoas illiaque un genou au sol + rotation","wix:video://v1/bf2cdd_85973342ca01448f8cc015cb073c6ab7/11.%20Spoas%20illiaque%20un%20genou%20au%20sol%20+%20rotation%20(1).mp4#posterUri=bf2cdd_85973342ca01448f8cc015cb073c6ab7f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_f1d79c0d4c374817810e519bbef76732~mv2.png/Stretch_11.png#originWidth=2252&originHeight=1322","e452a943-d77f-478d-98f2-b40c593b9172","<p class=""font_8"">Spoas iliaque</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Le genou de la jambe avant est fléchit et aligné avec la cheville.</p></li>
  <li><p class=""font_8"">La jambe arrière est tendu avec le genou au sol.</p></li>
  <li><p class=""font_8"">Le dos droit et les mains sur la cuisse.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Faire doucement un déport de poids de corps vers l’avant puis une rotation sur le côté.</p></li>
  <li><p class=""font_8"">Gonfler le ventre à chaque inspiration et vider l’air des poumons à chaque expiration.</p></li>
  <li><p class=""font_8"">Faire la même chose avec l’autre côté.</p></li>
</ol>","[""Tout niveau""]","[""Spoas illiaque""]","<p class=""font_8"">Maintenir <strong>1 minute et plus</strong>.</p>","<p class=""font_8"">aucune</p>","/videos/spoas-illiaque-un-genou-au-sol-%2B-rotation",,"4b5d9728-7955-47c3-a188-f08e2aaba151",2024-02-13T09:17:27Z,2024-02-16T19:50:34Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
,,,,,,,,,,,,,,"4ba32e22-a3fd-4d64-966f-98d64f0c6275",2024-02-13T18:30:09Z,2024-02-13T18:30:09Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
21,"Dips jambes tendues","wix:video://v1/796ff8_f825b0fb72694fb1a4c77ca975c17a75/21.%20Dips%20jambes%20tendues.mp4#posterUri=796ff8_f825b0fb72694fb1a4c77ca975c17a75f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_c9b64043bb0441afbf27ceec27bd4b05~mv2.png/Capture%20d'%C3%A9cran%202024-02-06%20101814.png#originWidth=1914&originHeight=982","80aca233-c8c6-4da5-88c7-70001ba70723","<p class=""font_8"">Triceps, épaules.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Les mains sur le banc légèrement plus large que les épaules.</p></li>
  <li><p class=""font_8"">Les coudes fléchis à 90°.</p></li>
  <li><p class=""font_8"">Le corps près du banc si possible.</p></li>
  <li><p class=""font_8"">Les genoux fléchis.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tendre les bras sans bloquer les coudes, en restant près du banc.</p></li>
  <li><p class=""font_8"">Revenir lentement en fléchissant le coude à 90° sans monter les épaules.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Avancé""]","[""Triceps""]","<p class=""font_8""><strong>3X12</strong> répétitions</p>","<p class=""font_8"">épicondylite (coude)- instabilité d’épaule</p>","/videos/dips-jambes-tendues",,"4cdada7a-c747-403f-b790-4da20e6d2fa0",2024-02-06T08:38:51Z,2024-02-22T10:46:10Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
